CGPA,Backlogs,Branch,10th_Percentage,12th_Percentage,DSA_Score,Projects_Count,Certifications,Internships,Hackathons_Participated,Coding_Contest_Rating,Clubs,Leadership_Roles,Placed,Skill_Score,Activity_Score,Academic_Strength
6.36,4,MECH,69.24,64.45,82.86,1,3,2,5,1145,0,2,1,49.43577777777778,51.5,5.16
7.95,3,IT,75.21,75.9,85.51,4,5,0,0,1117,1,1,1,57.086333333333336,22.233333333333334,7.050000000000001
6.8,1,IT,89.09,88.12,80.55,2,0,0,5,1456,3,2,1,38.5761111111111,81.86666666666666,6.5
5.46,0,CYBER,95.26,97.81,16.57,6,1,3,4,870,3,2,1,41.771,56.333333333333336,5.46
9.59,0,AIML,60.0,60.0,62.17,6,1,2,4,1354,3,0,1,52.19544444444445,62.46666666666667,9.59
5.68,5,ECE,76.22,68.63,44.15,5,5,3,1,1237,0,1,1,58.267222222222216,25.56666666666667,4.18
9.75,2,IT,83.03,84.41,59.43,2,3,2,5,1439,3,0,1,43.97344444444444,71.30000000000001,9.15
7.23,5,CSE,82.03,73.22,98.49,4,4,3,1,1788,3,2,0,66.41366666666667,68.93333333333334,5.73
5.93,5,CIVIL,99.0,94.58,56.89,4,5,2,0,800,3,2,0,52.44477777777777,30.000000000000004,4.43
7.71,0,IT,60.0,60.0,65.32,4,3,1,2,1288,2,1,1,42.81822222222222,46.6,7.71
9.36,3,AIML,60.0,60.0,85.36,4,5,3,5,1105,2,1,1,66.96355555555556,58.50000000000001,8.459999999999999
8.66,4,IT,100.0,91.76,82.19,0,0,1,5,1436,3,1,1,34.60144444444444,76.2,7.46
9.03,4,ECE,87.53,94.39,7.66,5,5,3,1,800,0,1,1,44.520222222222216,11.0,7.829999999999999
8.29,4,CIVIL,74.29,82.53,56.04,4,5,3,4,1196,0,0,1,56.68977777777777,37.2,7.089999999999999
8.46,1,AIDS,81.72,92.97,41.55,3,2,3,0,800,1,0,1,39.95388888888889,6.666666666666667,8.16
9.25,0,ECE,82.43,88.17,81.74,5,3,0,2,1322,2,0,1,54.29977777777777,42.733333333333334,9.25
6.25,3,ECE,74.04,72.07,52.96,4,0,3,5,1166,0,0,0,45.999111111111105,42.199999999999996,5.35
7.45,1,AIML,81.42,79.35,65.04,3,1,2,0,1023,3,2,0,41.66755555555556,37.43333333333333,7.15
6.11,2,CSE,83.55,81.21,16.46,0,4,0,4,864,2,0,0,24.52688888888889,39.46666666666666,5.510000000000001
9.94,3,AIDS,100.0,100.0,70.99,1,4,2,2,1144,0,0,1,52.54144444444445,23.46666666666667,9.04
9.72,5,CSE,89.63,89.06,98.4,6,3,2,2,992,1,1,0,67.37555555555556,30.066666666666663,8.22
5.2,3,CYBER,97.39,100.0,81.67,2,5,2,1,919,3,2,0,55.96766666666666,39.966666666666676,4.300000000000001
8.53,3,CIVIL,66.56,72.52,84.52,6,2,2,3,1379,2,0,1,55.30044444444444,50.63333333333333,7.629999999999999
9.63,4,IT,76.53,77.48,48.92,4,5,2,4,1465,1,2,1,54.40933333333333,62.83333333333333,8.430000000000001
5.9,3,AIDS,82.42,75.16,82.2,0,3,1,3,1547,1,2,1,41.14888888888889,59.56666666666667,5.0
7.84,5,CSE,60.79,60.32,81.18,5,4,0,4,906,2,2,1,52.78733333333334,50.86666666666666,6.34
9.58,5,IT,91.82,92.55,73.04,2,4,2,0,1637,0,2,0,50.989777777777775,37.9,8.08
5.17,0,MECH,86.42,92.81,12.85,4,5,1,3,1355,3,1,1,41.57722222222222,61.5,5.17
8.49,3,ECE,76.33,76.43,89.01,6,5,1,5,1121,1,1,1,64.36966666666666,52.366666666666674,7.59
6.49,4,CIVIL,78.17,72.12,48.09,2,5,2,5,922,1,2,0,44.260333333333335,50.73333333333333,5.29
9.62,3,CSE,92.54,97.48,82.53,4,1,3,5,1157,2,2,1,59.358999999999995,65.23333333333333,8.719999999999999
9.86,2,CSE,72.05,70.91,78.14,6,2,2,2,1390,2,2,1,56.342000000000006,54.99999999999999,9.26
9.72,2,CSE,92.94,80.22,100.0,5,2,1,1,1309,2,1,1,56.36666666666667,41.3,9.120000000000001
7.37,4,CSE,77.48,79.1,61.85,0,4,2,4,1326,1,1,0,43.255,53.2,6.17
9.31,0,ECE,87.56,90.06,73.75,0,4,1,1,878,0,2,1,40.147222222222226,18.6,9.31
9.22,0,CYBER,80.87,76.65,100.0,6,3,2,4,1078,0,2,1,67.38888888888887,43.266666666666666,9.22
6.6,5,AIML,100.0,99.04,47.31,1,3,1,5,874,3,2,0,30.848555555555556,62.46666666666666,5.1
9.14,5,AIDS,71.13,74.41,89.51,2,1,2,2,1102,2,2,1,47.519666666666666,45.4,7.640000000000001
5.19,1,CSE,74.27,75.93,49.45,2,4,3,2,1275,3,1,1,42.57944444444445,52.83333333333333,4.890000000000001
7.98,4,ECE,64.94,60.0,47.36,3,3,3,2,1211,1,0,1,44.39688888888889,32.36666666666667,6.78
6.15,3,CSE,69.03,75.3,58.27,2,1,1,2,1389,1,0,1,32.714333333333336,38.3,5.25
5.6,4,IT,87.13,95.66,69.35,4,2,3,2,1571,1,1,1,50.716111111111104,49.36666666666667,4.3999999999999995
5.38,1,MECH,96.0,93.45,81.5,0,4,3,5,1426,3,1,1,49.76111111111111,75.86666666666666,5.08
8.48,5,CSE,88.26,78.72,99.4,3,0,0,1,997,2,0,0,46.73111111111111,25.900000000000002,6.98
6.7,4,IT,79.95,83.8,55.1,2,4,2,0,1050,3,0,1,46.77444444444444,28.333333333333332,5.5
8.62,4,AIML,71.06,67.7,50.87,6,3,2,3,1069,3,0,1,55.06100000000001,46.96666666666667,7.419999999999999
5.33,5,ECE,88.98,91.66,47.76,6,4,3,1,1216,1,2,0,55.57244444444444,36.53333333333334,3.83
6.58,1,ECE,70.51,81.52,36.75,0,0,3,5,801,1,0,0,27.402777777777775,36.7,6.28
7.7,5,CSE,66.51,60.0,61.64,0,4,1,3,1652,0,0,0,34.647555555555556,46.4,6.2
8.95,0,IT,76.92,72.93,65.43,2,3,2,0,1107,2,2,1,48.806777777777775,33.56666666666667,8.95
6.59,3,AIDS,60.0,60.0,75.02,1,2,0,4,1176,2,2,1,38.96155555555556,59.86666666666667,5.6899999999999995
8.13,5,CSE,66.19,72.64,24.03,0,3,0,0,961,2,1,1,27.909,23.7,6.630000000000001
9.43,1,ECE,98.86,100.0,59.98,6,1,3,0,1045,3,2,1,51.06066666666666,38.16666666666667,9.129999999999999
8.08,2,CSE,64.33,65.57,53.39,2,3,1,5,800,1,0,1,34.93922222222222,36.666666666666664,7.48
6.16,0,ECE,68.12,60.0,82.07,4,1,1,4,1683,1,2,1,51.77655555555556,70.1,6.16
5.12,2,CSE,80.72,78.99,30.83,2,4,2,3,864,0,1,1,37.39344444444444,25.133333333333336,4.5200000000000005
9.35,5,AIDS,81.24,77.36,78.79,6,1,3,2,1483,3,0,1,62.848111111111116,54.76666666666667,7.85
5.11,0,AIDS,77.65,81.26,50.47,4,5,3,4,1025,2,1,1,49.029888888888884,49.833333333333336,5.11
9.37,3,CYBER,60.0,61.88,95.23,1,4,1,4,1187,3,1,1,50.33566666666667,61.9,8.469999999999999
7.64,5,IT,88.48,83.28,77.64,5,1,0,0,915,1,1,1,46.736444444444444,15.500000000000004,6.14
9.7,3,AIDS,75.57,71.4,78.4,5,3,0,4,892,0,2,1,48.32,37.06666666666667,8.799999999999999
8.99,4,MECH,92.2,90.4,61.38,1,0,2,1,1073,3,2,0,34.114,45.10000000000001,7.79
9.99,2,ECE,73.55,72.36,40.4,6,4,3,2,956,1,1,1,53.675555555555555,28.866666666666664,9.39
6.75,0,CIVIL,89.82,89.61,66.21,6,1,3,0,1662,3,1,1,56.507444444444445,53.73333333333334,6.75
8.84,3,CSE,92.96,93.21,82.29,1,0,0,3,1333,1,1,1,35.04255555555556,47.43333333333333,7.9399999999999995
7.01,1,CSE,75.33,81.5,31.05,6,1,3,3,1398,3,1,1,53.115,62.933333333333344,6.71
7.4,3,CYBER,88.8,86.82,39.82,3,1,3,3,800,2,2,1,43.657111111111114,41.333333333333336,6.5
8.14,1,IT,66.71,64.0,73.23,5,1,1,3,1282,3,2,1,52.40233333333334,64.06666666666666,7.840000000000001
9.37,5,MECH,82.64,75.94,81.12,4,3,2,3,1471,3,1,1,55.94711111111111,65.36666666666667,7.869999999999999
9.92,0,ECE,92.22,91.1,57.29,6,1,2,0,1220,2,2,1,54.07588888888889,37.33333333333333,9.92
8.84,3,AIDS,85.18,86.47,60.23,6,0,2,1,1246,3,0,1,49.30233333333334,40.86666666666667,7.9399999999999995
7.09,3,AIML,100.0,91.38,26.21,3,5,1,1,956,1,2,1,39.42966666666666,27.866666666666667,6.1899999999999995
7.11,0,AIDS,85.74,84.03,90.58,3,1,2,3,995,1,1,1,57.26288888888889,36.166666666666664,7.11
8.69,3,IT,76.35,82.15,44.94,0,5,2,1,800,1,2,1,41.11533333333333,22.666666666666664,7.789999999999999
6.19,1,CSE,100.0,100.0,69.31,5,2,0,2,1459,1,0,1,40.63744444444445,40.63333333333333,5.890000000000001
5.55,3,ECE,96.34,98.2,54.56,2,4,0,1,975,1,0,0,36.601333333333336,18.5,4.65
6.77,2,CSE,63.97,67.08,87.16,3,3,2,4,1208,2,2,1,55.959111111111106,60.93333333333333,6.17
6.44,5,CSE,72.16,69.29,43.84,6,2,1,3,921,2,0,0,49.25200000000001,35.36666666666667,4.94
6.48,4,MECH,69.62,66.08,61.13,4,2,1,4,938,3,0,0,51.305666666666674,48.6,5.28
6.17,1,MECH,86.46,92.82,24.37,3,0,1,4,800,1,2,1,22.42211111111111,40.666666666666664,5.87
5.21,2,AIML,85.71,89.85,14.78,6,0,3,3,1435,3,2,1,34.25622222222222,69.16666666666667,4.61
5.09,5,IT,85.63,81.9,64.87,0,5,3,5,824,1,2,0,51.905444444444434,47.46666666666667,3.59
9.94,0,IT,63.7,60.0,41.49,1,5,1,0,1314,3,1,1,35.980333333333334,42.13333333333333,9.94
7.14,1,CSE,73.62,69.99,58.63,4,3,0,5,1520,2,1,1,44.011222222222216,72.33333333333334,6.84
6.92,4,AIML,78.51,81.22,82.33,4,3,3,1,1354,1,0,0,57.776777777777774,31.133333333333336,5.72
8.4,5,CYBER,61.78,60.0,84.42,5,4,1,5,1270,2,0,0,61.837111111111106,59.0,6.9
6.09,4,AIDS,71.28,72.93,44.66,2,1,3,2,1193,3,2,1,36.93133333333333,55.1,4.89
9.75,0,AIML,93.56,100.0,44.48,4,3,3,5,1003,2,0,1,47.821777777777775,50.1,9.75
8.93,0,MECH,64.46,63.99,82.35,5,3,3,5,1607,2,2,1,62.92722222222221,80.23333333333332,8.93
5.45,1,ECE,94.55,95.72,81.58,0,5,3,0,1644,2,1,1,55.82955555555556,46.466666666666676,5.15
7.09,3,IT,90.91,94.34,49.69,0,1,1,2,1311,0,2,1,32.45144444444444,39.03333333333333,6.1899999999999995
9.4,0,MECH,77.09,71.68,58.41,3,4,3,5,800,3,0,1,52.20077777777777,50.0,9.4
9.72,5,ECE,73.51,69.65,65.62,4,0,2,3,1431,3,2,1,41.56377777777778,69.03333333333333,8.22
7.34,3,ECE,88.32,91.95,75.62,2,4,1,1,1663,1,2,1,49.75266666666667,51.43333333333333,6.4399999999999995
8.07,2,AIML,72.12,72.31,92.41,5,1,1,5,1544,1,2,0,54.0341111111111,71.46666666666667,7.470000000000001
5.84,4,AIML,72.62,73.23,31.88,1,0,1,0,1355,1,0,1,25.430666666666667,25.16666666666667,4.64
9.96,3,CYBER,79.76,79.93,47.31,3,0,3,3,918,2,2,1,40.248555555555555,45.266666666666666,9.06
6.16,4,CYBER,60.0,64.89,93.29,5,0,1,0,1224,3,2,1,54.70922222222222,44.13333333333333,4.96
9.71,3,CIVIL,65.5,67.68,72.52,6,4,0,4,1656,2,0,1,55.956,65.86666666666667,8.81
8.25,2,CSE,76.84,79.09,73.8,3,5,2,5,1469,3,1,1,54.39555555555555,77.30000000000001,7.65
8.04,0,CSE,84.76,90.87,53.85,5,1,0,1,1095,2,1,1,44.966111111111104,34.166666666666664,8.04
7.56,2,CIVIL,71.98,80.02,75.12,2,4,2,1,1194,1,0,0,50.99155555555556,25.8,6.96
6.15,0,CYBER,78.02,89.24,77.47,1,4,2,3,1293,2,1,1,51.29655555555556,52.76666666666667,6.15
5.88,0,CSE,63.87,60.97,62.91,5,2,3,3,1125,0,2,1,54.93966666666667,38.83333333333333,5.88
6.1,4,AIML,89.32,100.0,92.83,2,3,2,3,1366,1,0,1,51.42677777777778,43.53333333333333,4.8999999999999995
5.93,5,CSE,82.2,76.72,50.63,6,4,2,1,1953,0,2,1,54.03344444444444,54.43333333333334,4.43
8.9,2,IT,83.09,92.76,66.73,1,2,0,5,1023,0,2,0,34.919,47.43333333333333,8.3
6.75,3,CIVIL,84.88,81.71,65.88,1,5,2,4,829,1,0,0,48.964,31.63333333333333,5.85
5.29,2,CSE,80.78,80.44,63.25,5,5,1,1,1017,0,2,1,54.84166666666667,23.233333333333338,4.69
9.85,4,CSE,75.16,75.26,81.29,1,1,1,3,1473,0,0,1,37.97588888888889,40.43333333333333,8.65
9.42,0,IT,91.3,86.96,48.91,6,2,2,2,1325,3,2,1,49.12855555555555,59.50000000000001,9.42
9.64,4,CYBER,81.57,82.0,81.94,3,4,1,5,987,2,1,0,49.63755555555556,54.56666666666668,8.440000000000001
9.97,1,ECE,78.34,74.27,69.89,6,1,3,4,1136,0,2,1,55.27811111111111,45.199999999999996,9.67
5.87,1,CIVIL,79.91,73.74,45.23,4,2,1,1,1386,2,2,1,43.968999999999994,48.86666666666667,5.57
6.98,3,MECH,79.7,79.51,63.06,0,4,3,2,1183,0,0,1,50.99577777777778,24.766666666666666,6.08
8.79,4,CSE,78.24,86.19,52.23,0,1,2,5,854,1,1,1,38.568999999999996,43.46666666666666,7.589999999999999
8.48,3,AIML,84.46,83.19,47.19,3,1,3,4,892,1,2,1,42.29033333333333,43.733333333333334,7.58
5.77,3,CSE,70.64,75.35,4.04,4,3,3,1,1343,3,2,1,36.000888888888895,54.1,4.869999999999999
9.08,1,AIML,71.37,67.14,100.0,1,5,2,5,1264,1,1,1,57.56666666666666,57.13333333333333,8.78
6.12,3,MECH,85.59,79.18,69.23,6,4,2,5,1262,3,1,1,63.5801111111111,70.4,5.220000000000001
6.12,1,AIML,78.55,80.82,55.76,1,3,3,3,800,1,1,1,41.29466666666667,29.666666666666664,5.82
7.68,0,CSE,89.71,98.49,52.58,2,1,0,1,1092,2,1,0,28.529555555555554,34.06666666666666,7.68
7.96,4,ECE,84.09,85.13,9.8,2,1,2,5,1749,0,1,0,25.317777777777778,66.63333333333334,6.76
7.9,3,CSE,74.47,78.61,52.43,3,2,2,4,1699,0,2,1,37.240111111111105,63.96666666666667,7.0
5.46,1,CSE,85.75,93.23,69.1,3,3,0,3,1322,3,1,1,43.48555555555556,60.400000000000006,5.16
9.39,2,CIVIL,91.97,91.79,93.28,4,0,1,5,1851,1,1,1,44.97288888888888,76.70000000000002,8.790000000000001
6.33,3,IT,84.47,83.71,71.99,5,4,0,0,1441,2,2,1,50.730333333333334,44.699999999999996,5.43
5.65,5,MECH,86.66,89.02,58.91,4,5,1,2,1892,2,0,1,52.75077777777777,61.73333333333334,4.15
9.44,0,CSE,78.28,81.53,100.0,3,3,0,5,1600,1,2,1,51.27777777777778,73.33333333333333,9.44
9.78,0,IT,89.93,82.94,69.82,4,1,3,3,1651,0,0,1,49.09044444444445,46.36666666666667,9.78
9.31,2,CYBER,74.19,75.67,95.76,3,2,2,3,979,1,1,1,55.37244444444445,35.63333333333333,8.71
9.05,1,ECE,83.39,83.38,65.05,2,4,0,4,1341,0,0,0,43.09277777777778,42.03333333333333,8.75
8.28,3,CIVIL,100.0,96.05,51.26,4,5,2,5,972,1,2,0,54.87799999999999,52.400000000000006,7.379999999999999
7.75,1,CIVIL,85.39,85.04,46.16,2,4,1,5,1299,0,0,0,37.41466666666667,46.63333333333333,7.45
5.43,0,AIDS,75.79,69.97,33.38,4,2,3,4,1224,3,0,1,46.14733333333333,58.133333333333326,5.43
7.04,1,IT,75.77,68.21,75.89,5,1,2,2,1695,2,0,1,58.47811111111111,55.166666666666664,6.74
6.86,0,CIVIL,79.29,79.62,46.96,6,5,0,4,1448,1,1,1,45.465777777777774,57.26666666666668,6.86
6.3,1,AIML,88.51,93.02,38.33,4,0,0,3,800,0,2,1,30.365666666666662,28.000000000000004,6.0
8.62,2,CYBER,81.46,79.72,84.86,5,2,3,2,924,0,0,1,68.99133333333333,16.133333333333333,8.02
7.48,4,ECE,73.51,68.71,71.46,6,0,1,2,1196,0,1,0,47.08244444444444,30.2,6.28
5.41,2,CIVIL,73.5,69.47,73.78,3,3,3,1,1494,3,2,1,58.70066666666667,59.13333333333334,4.8100000000000005
6.1,2,CYBER,81.52,84.27,68.26,4,4,3,3,1432,0,2,1,55.86688888888889,49.06666666666667,5.5
8.42,4,CIVIL,80.42,88.76,54.52,6,5,2,3,1193,2,2,1,54.867111111111114,54.43333333333334,7.22
5.38,4,CSE,84.55,88.4,55.93,0,1,1,4,1364,3,2,0,33.54566666666667,72.8,4.18
9.26,3,CSE,89.17,95.68,76.28,6,0,3,3,1528,0,1,1,51.85066666666667,47.266666666666666,8.36
7.48,3,AIDS,100.0,94.76,46.5,1,1,2,5,1153,2,2,1,37.32777777777778,65.10000000000001,6.58
7.4,2,IT,65.38,65.01,42.42,5,3,2,4,1299,0,0,1,47.38155555555556,40.63333333333333,6.800000000000001
7.96,2,CYBER,86.87,91.96,53.7,2,0,1,3,1381,2,2,1,36.11,60.699999999999996,7.36
9.12,0,ECE,80.98,73.99,100.0,1,1,1,5,1390,2,2,1,47.24444444444445,73.0,9.12
6.74,0,MECH,61.55,60.0,52.94,3,1,2,1,1609,0,1,1,44.25977777777778,37.96666666666667,6.74
8.39,3,CSE,92.5,97.21,94.11,3,3,1,3,1011,2,0,1,52.766333333333336,38.366666666666674,7.49
7.83,5,CSE,84.21,85.5,57.27,6,2,2,1,1681,1,0,1,53.81433333333333,42.03333333333333,6.33
6.34,5,AIML,88.0,83.17,76.95,5,5,1,3,1598,0,1,1,58.32944444444445,49.6,4.84
9.39,3,AIDS,63.01,60.0,92.52,2,3,1,3,2000,1,1,1,56.011555555555546,69.66666666666667,8.49
8.99,0,CIVIL,77.8,84.48,91.49,4,0,1,0,957,2,0,1,44.98033333333333,18.566666666666666,8.99
8.29,0,ECE,69.21,60.0,76.72,3,0,0,5,1178,3,0,0,41.87155555555555,62.6,8.29
9.25,5,CIVIL,100.0,100.0,100.0,2,4,1,3,1545,3,2,0,51.855555555555554,72.83333333333334,7.75
9.34,1,CIVIL,91.45,88.78,81.75,6,1,0,1,1386,2,1,0,54.43611111111111,43.86666666666667,9.04
8.54,1,MECH,73.19,78.43,100.0,2,5,2,2,1270,1,0,1,59.28888888888889,34.333333333333336,8.239999999999998
9.19,0,CSE,64.63,60.0,41.03,6,0,3,1,1197,0,0,1,43.608999999999995,19.233333333333334,9.19
8.49,1,CIVIL,81.94,95.01,76.9,5,2,3,5,1658,3,1,1,57.81444444444445,83.60000000000001,8.19
8.4,4,CYBER,90.92,92.94,75.17,3,2,3,3,1318,1,1,1,51.673222222222215,46.93333333333333,7.2
8.09,3,AIML,62.65,65.48,49.23,6,3,2,4,800,3,0,1,55.269,44.0,7.1899999999999995
8.76,3,CSE,70.68,66.82,82.91,0,0,1,0,1931,3,1,1,36.99522222222222,62.7,7.859999999999999
5.79,0,CYBER,68.94,68.28,26.66,4,5,0,4,800,2,0,1,37.098,37.33333333333333,5.79
9.4,2,MECH,88.67,88.13,61.44,1,5,2,0,842,0,0,1,41.565333333333335,1.4000000000000001,8.8
9.36,5,ECE,76.3,85.28,34.31,1,0,3,0,854,1,2,0,30.57077777777778,18.46666666666667,7.859999999999999
5.15,0,CSE,76.72,78.72,84.4,0,4,3,4,1138,1,2,1,51.79777777777779,51.93333333333333,5.15
9.13,1,ECE,81.75,84.47,68.51,6,4,3,5,1325,0,1,1,60.16411111111112,52.5,8.83
5.64,5,ECE,71.22,73.88,90.72,1,4,3,3,2000,1,1,0,59.616,69.66666666666667,4.14
6.68,2,IT,65.56,68.71,76.94,4,0,0,1,1016,3,0,1,45.29311111111111,33.2,6.08
8.72,1,CYBER,93.7,86.75,80.05,4,3,3,4,1629,0,2,1,58.95944444444444,61.633333333333326,8.42
5.8,4,CYBER,94.62,100.0,44.79,1,5,0,2,1709,3,1,0,34.10366666666667,67.30000000000001,4.6
9.09,1,MECH,81.8,77.41,52.02,2,3,3,0,1033,3,0,1,48.894888888888886,27.766666666666666,8.79
9.16,4,AIML,82.52,82.33,83.76,2,3,2,1,1289,3,2,1,50.65022222222222,52.300000000000004,7.96
7.54,5,IT,92.61,100.0,63.76,4,3,0,2,1310,0,0,0,41.58355555555555,29.000000000000004,6.04
5.03,4,IT,81.57,91.24,25.87,1,2,0,1,892,1,2,1,22.97211111111111,25.73333333333333,3.83
6.44,5,CIVIL,75.81,79.84,29.34,1,0,2,3,800,3,0,0,24.579777777777778,38.0,4.94
8.08,5,CSE,80.39,77.87,48.75,3,1,3,2,1549,0,2,0,42.36944444444445,46.96666666666667,6.58
9.91,5,IT,93.93,94.57,100.0,3,0,3,5,1447,0,0,1,59.477777777777774,51.56666666666667,8.41
8.16,5,IT,80.53,81.37,100.0,2,3,1,5,1231,2,0,1,51.955555555555556,57.699999999999996,6.66
6.3,5,CSE,73.31,74.32,63.09,2,2,1,4,1202,2,1,0,41.13811111111111,55.733333333333334,4.8
8.17,1,AIDS,81.47,75.32,71.33,1,2,0,1,1162,2,2,1,43.376777777777775,41.400000000000006,7.87
7.7,5,IT,86.56,92.86,59.27,6,0,1,5,1374,1,2,0,40.781,65.8,6.2
8.9,1,ECE,85.36,86.04,53.31,2,1,2,5,897,1,1,1,38.21522222222222,44.9,8.6
5.53,5,CSE,85.53,81.92,82.68,0,3,2,4,1200,1,1,1,47.504,48.99999999999999,4.03
8.81,4,CIVIL,71.73,69.24,100.0,6,2,2,4,1443,1,0,0,65.3111111111111,52.1,7.61
7.71,5,IT,87.7,89.05,48.16,3,3,0,5,800,3,2,1,32.45911111111111,60.0,6.21
9.81,2,CYBER,80.28,73.27,74.92,2,3,2,1,1201,0,0,1,48.62044444444444,19.366666666666667,9.21
6.71,5,ECE,72.88,77.27,52.05,4,5,0,1,954,0,0,0,43.237222222222215,11.133333333333335,5.21
8.16,5,CSE,87.62,88.8,59.91,3,3,0,0,1382,2,0,1,51.928555555555555,32.733333333333334,6.66
9.66,4,MECH,75.46,83.29,99.52,6,4,2,0,1472,0,1,1,73.52266666666667,27.400000000000002,8.46
5.51,3,CSE,64.26,64.64,28.82,5,5,2,2,1425,1,2,1,44.812666666666665,49.5,4.609999999999999
9.69,4,ECE,69.99,64.57,85.26,1,3,0,2,926,0,1,0,41.38911111111111,21.200000000000003,8.49
8.44,2,IT,78.18,72.19,84.26,3,3,2,2,1136,3,1,1,54.85577777777778,48.2,7.84
5.34,3,AIML,85.78,83.83,51.35,3,1,1,0,1215,3,2,1,37.72722222222223,43.833333333333336,4.4399999999999995
6.5,0,CSE,71.36,69.93,77.89,0,5,0,4,1677,2,2,1,43.089222222222226,76.56666666666666,6.5
8.54,0,CIVIL,77.59,74.76,73.16,6,5,3,5,934,1,1,1,75.38133333333332,46.13333333333333,8.54
5.34,2,CSE,67.83,68.48,78.53,2,1,0,3,1052,0,1,1,36.00344444444444,31.4,4.74
7.91,4,IT,89.82,86.86,36.61,0,4,2,3,1477,2,1,0,33.583,58.900000000000006,6.71
6.73,1,ECE,97.17,98.44,54.17,4,5,2,5,1862,0,2,1,55.050999999999995,75.4,6.430000000000001
8.1,2,AIML,96.09,93.49,66.59,1,4,0,1,1745,2,2,1,39.34366666666667,60.83333333333333,7.5
5.23,3,IT,89.65,92.81,0.2,1,3,0,0,1416,2,0,0,15.248888888888887,33.86666666666667,4.33
9.36,3,CSE,88.63,87.07,52.57,5,2,3,1,1292,3,2,1,55.571000000000005,52.400000000000006,8.459999999999999
9.87,5,IT,60.0,66.23,60.57,1,2,3,3,1243,3,1,1,41.20433333333333,57.76666666666668,8.37
9.84,0,CSE,81.77,85.03,95.69,5,0,0,1,1949,3,2,1,49.76255555555555,74.3,9.84
8.75,3,CSE,75.04,76.01,57.1,6,2,2,0,1088,2,2,1,55.86333333333333,32.93333333333334,7.85
5.65,2,MECH,88.8,87.77,39.39,3,2,0,0,800,3,2,0,33.73922222222222,30.000000000000004,5.050000000000001
8.79,3,CSE,60.0,60.0,87.81,2,1,1,0,1424,3,1,1,45.46522222222222,45.800000000000004,7.889999999999999
5.12,2,CSE,81.93,89.0,20.76,2,0,1,3,896,1,0,1,27.394666666666666,27.866666666666667,4.5200000000000005
5.11,1,CYBER,77.86,74.45,11.63,5,0,2,0,800,0,0,1,27.244555555555554,0.0,4.8100000000000005
6.62,5,ECE,91.18,91.64,53.36,5,1,0,2,1422,0,1,0,41.08577777777778,37.733333333333334,5.12
7.44,0,CSE,95.48,97.2,35.76,1,2,0,2,1004,1,1,0,30.29466666666667,30.466666666666665,7.44
8.85,3,IT,70.71,69.79,43.57,4,2,1,5,1173,1,0,1,39.582111111111104,49.1,7.949999999999999
8.42,2,CIVIL,71.16,77.94,81.05,0,0,0,0,1468,3,1,0,31.392777777777773,47.266666666666666,7.82
7.23,4,IT,82.3,76.2,81.17,5,2,2,2,906,3,2,0,55.684333333333335,45.53333333333334,6.03
6.37,0,ECE,97.34,100.0,75.12,5,0,2,0,1647,0,2,1,49.71377777777778,38.23333333333333,6.37
9.99,1,CSE,80.6,83.96,99.6,0,2,3,3,2000,1,0,1,54.224444444444444,64.66666666666667,9.69
7.13,2,MECH,67.21,65.98,87.98,0,3,2,2,1724,1,2,1,45.43844444444444,59.46666666666667,6.53
7.26,5,IT,73.94,72.77,21.21,4,1,0,3,800,3,0,0,24.74077777777778,38.0,5.76
5.82,5,CIVIL,82.03,70.94,65.6,4,5,0,2,1296,0,1,0,46.757777777777775,33.53333333333333,4.32
8.97,1,AIDS,82.4,78.16,61.78,0,4,1,4,809,2,0,1,42.07844444444444,37.63333333333333,8.67
8.47,1,CIVIL,72.96,71.19,54.89,6,3,1,4,1533,1,0,1,50.367000000000004,55.1,8.17
6.1,5,IT,73.74,74.62,69.23,5,2,2,5,1605,0,2,0,51.71344444444445,66.83333333333333,4.6
5.41,3,IT,70.18,76.48,19.95,0,4,3,5,1112,0,0,1,32.15166666666667,40.400000000000006,4.51
8.4,3,IT,91.41,100.0,34.49,5,5,0,5,800,0,0,1,39.53588888888889,30.0,7.5
8.27,2,CSE,71.65,73.01,81.53,5,3,3,3,1311,1,0,1,58.714555555555556,41.699999999999996,7.67
6.37,4,CSE,75.35,76.38,69.09,0,5,0,2,909,2,1,0,35.86033333333334,33.96666666666666,5.17
9.75,2,CYBER,75.07,72.62,79.01,5,1,2,4,1337,3,2,1,54.514111111111106,71.89999999999999,9.15
5.76,4,ECE,63.94,60.0,38.68,5,4,2,0,1089,2,2,0,51.059555555555555,32.96666666666667,4.56
7.16,1,ECE,71.37,68.34,78.18,5,5,1,1,1604,0,0,0,58.07622222222222,32.800000000000004,6.86
9.72,0,MECH,92.28,91.25,89.7,4,4,3,4,1301,1,0,1,69.37666666666668,47.36666666666667,9.72
7.1,2,MECH,67.91,72.78,64.7,1,1,1,4,1725,1,1,1,37.43222222222223,66.5,6.5
8.19,2,CSE,70.36,72.96,44.92,1,5,2,0,1244,2,2,1,42.20933333333333,38.13333333333333,7.59
6.99,4,AIDS,66.67,67.78,53.93,6,3,3,4,1012,2,2,1,56.74566666666667,54.39999999999999,5.79
6.37,1,CSE,79.09,76.19,76.11,4,4,0,4,1254,1,0,1,50.39966666666666,45.8,6.07
