CGPA,Backlogs,Branch,10th_Percentage,12th_Percentage,skills,DSA_Score,Projects_Count,Certifications,Internships,Hackathons_Participated,Coding_Contest_Rating,Clubs,Leadership_Roles,Placed
6.1,4,AIML,89.32,100.0,"[{""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""java"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Intermediate""}]",92.83,2,3,2,3,1366,1,0,1
5.93,5,CSE,82.2,76.72,"[{""skill"": ""git"", ""level"": ""Expert""}, {""skill"": ""testing"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""python"", ""level"": ""Intermediate""}]",50.63,6,4,2,1,1953,0,2,1
8.9,2,IT,83.09,92.76,"[{""skill"": ""figma"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}, {""skill"": ""devops"", ""level"": ""Expert""}]",66.73,1,2,0,5,1023,0,2,0
6.75,3,CIVIL,84.88,81.71,"[{""skill"": ""node"", ""level"": ""Expert""}, {""skill"": ""cybersecurity"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Advanced""}]",65.88,1,5,2,4,829,1,0,0
5.29,2,CSE,80.78,80.44,"[{""skill"": ""testing"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""cloud"", ""level"": ""Advanced""}]",63.25,5,5,1,1,1017,0,2,1
9.85,4,CSE,75.16,75.26,"[{""skill"": ""react"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""html"", ""level"": ""Beginner""}, {""skill"": ""management"", ""level"": ""Beginner""}]",81.29,1,1,1,3,1473,0,0,1
9.42,0,IT,91.3,86.96,"[{""skill"": ""dsa"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Beginner""}, {""skill"": ""teamwork"", ""level"": ""Beginner""}, {""skill"": ""management"", ""level"": ""Advanced""}, {""skill"": ""excel"", ""level"": ""Advanced""}]",48.91,6,2,2,2,1325,3,2,1
9.64,4,CYBER,81.57,82.0,"[{""skill"": ""css"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Expert""}, {""skill"": ""communication"", ""level"": ""Advanced""}]",81.94,3,4,1,5,987,2,1,0
9.97,1,ECE,78.34,74.27,"[{""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Expert""}, {""skill"": ""java"", ""level"": ""Intermediate""}]",69.89,6,1,3,4,1136,0,2,1
5.87,1,CIVIL,79.91,73.74,"[{""skill"": ""figma"", ""level"": ""Advanced""}, {""skill"": ""css"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Advanced""}, {""skill"": ""cloud"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""python"", ""level"": ""Beginner""}]",45.23,4,2,1,1,1386,2,2,1
6.98,3,MECH,79.7,79.51,"[{""skill"": ""presentation"", ""level"": ""Expert""}, {""skill"": ""dsa"", ""level"": ""Expert""}, {""skill"": ""cloud"", ""level"": ""Beginner""}, {""skill"": ""html"", ""level"": ""Beginner""}, {""skill"": ""communication"", ""level"": ""Expert""}, {""skill"": ""java"", ""level"": ""Intermediate""}]",63.06,0,4,3,2,1183,0,0,1
8.79,4,CSE,78.24,86.19,"[{""skill"": ""python"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Advanced""}, {""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""cybersecurity"", ""level"": ""Expert""}, {""skill"": ""presentation"", ""level"": ""Beginner""}]",52.23,0,1,2,5,854,1,1,1
8.48,3,AIML,84.46,83.19,"[{""skill"": ""react"", ""level"": ""Advanced""}, {""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""figma"", ""level"": ""Advanced""}]",47.19,3,1,3,4,892,1,2,1
5.77,3,CSE,70.64,75.35,"[{""skill"": ""python"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Beginner""}, {""skill"": ""machine learning"", ""level"": ""Advanced""}, {""skill"": ""ai"", ""level"": ""Intermediate""}]",4.04,4,3,3,1,1343,3,2,1
9.08,1,AIML,71.37,67.14,"[{""skill"": ""devops"", ""level"": ""Beginner""}, {""skill"": ""python"", ""level"": ""Advanced""}, {""skill"": ""management"", ""level"": ""Advanced""}, {""skill"": ""communication"", ""level"": ""Advanced""}]",100.0,1,5,2,5,1264,1,1,1
6.12,3,MECH,85.59,79.18,"[{""skill"": ""html"", ""level"": ""Intermediate""}, {""skill"": ""react"", ""level"": ""Advanced""}, {""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""devops"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""cybersecurity"", ""level"": ""Intermediate""}]",69.23,6,4,2,5,1262,3,1,1
6.12,1,AIML,78.55,80.82,"[{""skill"": ""data science"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Advanced""}, {""skill"": ""excel"", ""level"": ""Intermediate""}]",55.76,1,3,3,3,800,1,1,1
7.68,0,CSE,89.71,98.49,"[{""skill"": ""node"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Expert""}, {""skill"": ""excel"", ""level"": ""Beginner""}]",52.58,2,1,0,1,1092,2,1,0
7.96,4,ECE,84.09,85.13,"[{""skill"": ""html"", ""level"": ""Intermediate""}, {""skill"": ""java"", ""level"": ""Intermediate""}, {""skill"": ""figma"", ""level"": ""Beginner""}, {""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""ai"", ""level"": ""Intermediate""}]",9.8,2,1,2,5,1749,0,1,0
7.9,3,CSE,74.47,78.61,"[{""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""excel"", ""level"": ""Beginner""}, {""skill"": ""node"", ""level"": ""Beginner""}]",52.43,3,2,2,4,1699,0,2,1
5.46,1,CSE,85.75,93.23,"[{""skill"": ""java"", ""level"": ""Advanced""}, {""skill"": ""figma"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Beginner""}, {""skill"": ""cloud"", ""level"": ""Intermediate""}, {""skill"": ""excel"", ""level"": ""Beginner""}]",69.1,3,3,0,3,1322,3,1,1
9.39,2,CIVIL,91.97,91.79,"[{""skill"": ""node"", ""level"": ""Beginner""}, {""skill"": ""management"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Beginner""}]",93.28,4,0,1,5,1851,1,1,1
6.33,3,IT,84.47,83.71,"[{""skill"": ""presentation"", ""level"": ""Beginner""}, {""skill"": ""machine learning"", ""level"": ""Beginner""}, {""skill"": ""dsa"", ""level"": ""Intermediate""}, {""skill"": ""css"", ""level"": ""Beginner""}, {""skill"": ""data science"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Intermediate""}]",71.99,5,4,0,0,1441,2,2,1
5.65,5,MECH,86.66,89.02,"[{""skill"": ""cloud"", ""level"": ""Advanced""}, {""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""communication"", ""level"": ""Expert""}, {""skill"": ""machine learning"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Beginner""}]",58.91,4,5,1,2,1892,2,0,1
9.44,0,CSE,78.28,81.53,"[{""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""python"", ""level"": ""Expert""}, {""skill"": ""css"", ""level"": ""Intermediate""}]",100.0,3,3,0,5,1600,1,2,1
9.78,0,IT,89.93,82.94,"[{""skill"": ""cybersecurity"", ""level"": ""Beginner""}, {""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Advanced""}]",69.82,4,1,3,3,1651,0,0,1
9.31,2,CYBER,74.19,75.67,"[{""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""node"", ""level"": ""Advanced""}]",95.76,3,2,2,3,979,1,1,1
9.05,1,ECE,83.39,83.38,"[{""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""testing"", ""level"": ""Advanced""}, {""skill"": ""ai"", ""level"": ""Expert""}, {""skill"": ""leadership"", ""level"": ""Advanced""}]",65.05,2,4,0,4,1341,0,0,0
8.28,3,CIVIL,100.0,96.05,"[{""skill"": ""java"", ""level"": ""Intermediate""}, {""skill"": ""excel"", ""level"": ""Advanced""}, {""skill"": ""cybersecurity"", ""level"": ""Advanced""}, {""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""node"", ""level"": ""Intermediate""}]",51.26,4,5,2,5,972,1,2,0
7.75,1,CIVIL,85.39,85.04,"[{""skill"": ""leadership"", ""level"": ""Beginner""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""dsa"", ""level"": ""Advanced""}, {""skill"": ""docker"", ""level"": ""Intermediate""}]",46.16,2,4,1,5,1299,0,0,0
5.43,0,AIDS,75.79,69.97,"[{""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""html"", ""level"": ""Expert""}, {""skill"": ""communication"", ""level"": ""Expert""}, {""skill"": ""node"", ""level"": ""Expert""}]",33.38,4,2,3,4,1224,3,0,1
7.04,1,IT,75.77,68.21,"[{""skill"": ""testing"", ""level"": ""Expert""}, {""skill"": ""cloud"", ""level"": ""Advanced""}, {""skill"": ""figma"", ""level"": ""Expert""}, {""skill"": ""react"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}]",75.89,5,1,2,2,1695,2,0,1
6.86,0,CIVIL,79.29,79.62,"[{""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""cloud"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""css"", ""level"": ""Beginner""}]",46.96,6,5,0,4,1448,1,1,1
6.3,1,AIML,88.51,93.02,"[{""skill"": ""python"", ""level"": ""Expert""}, {""skill"": ""ai"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Advanced""}]",38.33,4,0,0,3,800,0,2,1
8.62,2,CYBER,81.46,79.72,"[{""skill"": ""data science"", ""level"": ""Expert""}, {""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""react"", ""level"": ""Expert""}, {""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""ai"", ""level"": ""Beginner""}]",84.86,5,2,3,2,924,0,0,1
7.48,4,ECE,73.51,68.71,"[{""skill"": ""git"", ""level"": ""Expert""}, {""skill"": ""machine learning"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}]",71.46,6,0,1,2,1196,0,1,0
5.41,2,CIVIL,73.5,69.47,"[{""skill"": ""react"", ""level"": ""Expert""}, {""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""java"", ""level"": ""Intermediate""}, {""skill"": ""figma"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Intermediate""}]",73.78,3,3,3,1,1494,3,2,1
6.1,2,CYBER,81.52,84.27,"[{""skill"": ""presentation"", ""level"": ""Expert""}, {""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Beginner""}, {""skill"": ""excel"", ""level"": ""Intermediate""}]",68.26,4,4,3,3,1432,0,2,1
8.42,4,CIVIL,80.42,88.76,"[{""skill"": ""machine learning"", ""level"": ""Expert""}, {""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""figma"", ""level"": ""Beginner""}]",54.52,6,5,2,3,1193,2,2,1
5.38,4,CSE,84.55,88.4,"[{""skill"": ""ai"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}, {""skill"": ""machine learning"", ""level"": ""Advanced""}, {""skill"": ""css"", ""level"": ""Intermediate""}, {""skill"": ""figma"", ""level"": ""Intermediate""}]",55.93,0,1,1,4,1364,3,2,0
9.26,3,CSE,89.17,95.68,"[{""skill"": ""git"", ""level"": ""Beginner""}, {""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""cloud"", ""level"": ""Beginner""}]",76.28,6,0,3,3,1528,0,1,1
7.48,3,AIDS,100.0,94.76,"[{""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Expert""}, {""skill"": ""python"", ""level"": ""Advanced""}, {""skill"": ""html"", ""level"": ""Advanced""}]",46.5,1,1,2,5,1153,2,2,1
7.4,2,IT,65.38,65.01,"[{""skill"": ""teamwork"", ""level"": ""Expert""}, {""skill"": ""html"", ""level"": ""Intermediate""}, {""skill"": ""cybersecurity"", ""level"": ""Intermediate""}, {""skill"": ""figma"", ""level"": ""Beginner""}, {""skill"": ""leadership"", ""level"": ""Advanced""}]",42.42,5,3,2,4,1299,0,0,1
7.96,2,CYBER,86.87,91.96,"[{""skill"": ""cybersecurity"", ""level"": ""Advanced""}, {""skill"": ""react"", ""level"": ""Advanced""}, {""skill"": ""html"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Beginner""}, {""skill"": ""excel"", ""level"": ""Beginner""}]",53.7,2,0,1,3,1381,2,2,1
9.12,0,ECE,80.98,73.99,"[{""skill"": ""java"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""css"", ""level"": ""Advanced""}, {""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Beginner""}]",100.0,1,1,1,5,1390,2,2,1
6.74,0,MECH,61.55,60.0,"[{""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""css"", ""level"": ""Advanced""}, {""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""react"", ""level"": ""Advanced""}]",52.94,3,1,2,1,1609,0,1,1
8.39,3,CSE,92.5,97.21,"[{""skill"": ""node"", ""level"": ""Beginner""}, {""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""testing"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}]",94.11,3,3,1,3,1011,2,0,1
7.83,5,CSE,84.21,85.5,"[{""skill"": ""sql"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""html"", ""level"": ""Intermediate""}, {""skill"": ""testing"", ""level"": ""Expert""}]",57.27,6,2,2,1,1681,1,0,1
6.34,5,AIML,88.0,83.17,"[{""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Advanced""}, {""skill"": ""git"", ""level"": ""Expert""}, {""skill"": ""figma"", ""level"": ""Beginner""}]",76.95,5,5,1,3,1598,0,1,1
9.39,3,AIDS,63.01,60.0,"[{""skill"": ""css"", ""level"": ""Advanced""}, {""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Beginner""}, {""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""java"", ""level"": ""Expert""}, {""skill"": ""sql"", ""level"": ""Beginner""}]",92.52,2,3,1,3,2000,1,1,1
8.99,0,CIVIL,77.8,84.48,"[{""skill"": ""machine learning"", ""level"": ""Beginner""}, {""skill"": ""python"", ""level"": ""Beginner""}, {""skill"": ""presentation"", ""level"": ""Advanced""}]",91.49,4,0,1,0,957,2,0,1
8.29,0,ECE,69.21,60.0,"[{""skill"": ""node"", ""level"": ""Intermediate""}, {""skill"": ""ai"", ""level"": ""Beginner""}, {""skill"": ""java"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Expert""}, {""skill"": ""docker"", ""level"": ""Intermediate""}]",76.72,3,0,0,5,1178,3,0,0
9.25,5,CIVIL,100.0,100.0,"[{""skill"": ""communication"", ""level"": ""Beginner""}, {""skill"": ""excel"", ""level"": ""Expert""}, {""skill"": ""dsa"", ""level"": ""Beginner""}]",100.0,2,4,1,3,1545,3,2,0
9.34,1,CIVIL,91.45,88.78,"[{""skill"": ""machine learning"", ""level"": ""Advanced""}, {""skill"": ""python"", ""level"": ""Beginner""}, {""skill"": ""c++"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""css"", ""level"": ""Advanced""}, {""skill"": ""git"", ""level"": ""Intermediate""}]",81.75,6,1,0,1,1386,2,1,0
8.54,1,MECH,73.19,78.43,"[{""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""figma"", ""level"": ""Advanced""}, {""skill"": ""data science"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Beginner""}]",100.0,2,5,2,2,1270,1,0,1
9.19,0,CSE,64.63,60.0,"[{""skill"": ""ai"", ""level"": ""Beginner""}, {""skill"": ""figma"", ""level"": ""Advanced""}, {""skill"": ""cybersecurity"", ""level"": ""Intermediate""}]",41.03,6,0,3,1,1197,0,0,1
8.49,1,CIVIL,81.94,95.01,"[{""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""testing"", ""level"": ""Advanced""}, {""skill"": ""dsa"", ""level"": ""Intermediate""}]",76.9,5,2,3,5,1658,3,1,1
8.4,4,CYBER,90.92,92.94,"[{""skill"": ""react"", ""level"": ""Intermediate""}, {""skill"": ""excel"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Expert""}]",75.17,3,2,3,3,1318,1,1,1
8.09,3,AIML,62.65,65.48,"[{""skill"": ""dsa"", ""level"": ""Intermediate""}, {""skill"": ""react"", ""level"": ""Beginner""}, {""skill"": ""leadership"", ""level"": ""Beginner""}, {""skill"": ""css"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""ai"", ""level"": ""Expert""}]",49.23,6,3,2,4,800,3,0,1
8.76,3,CSE,70.68,66.82,"[{""skill"": ""css"", ""level"": ""Advanced""}, {""skill"": ""communication"", ""level"": ""Expert""}, {""skill"": ""node"", ""level"": ""Advanced""}]",82.91,0,0,1,0,1931,3,1,1
5.79,0,CYBER,68.94,68.28,"[{""skill"": ""machine learning"", ""level"": ""Beginner""}, {""skill"": ""testing"", ""level"": ""Intermediate""}, {""skill"": ""java"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Expert""}]",26.66,4,5,0,4,800,2,0,1
9.4,2,MECH,88.67,88.13,"[{""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""docker"", ""level"": ""Beginner""}, {""skill"": ""devops"", ""level"": ""Beginner""}]",61.44,1,5,2,0,842,0,0,1
9.36,5,ECE,76.3,85.28,"[{""skill"": ""excel"", ""level"": ""Intermediate""}, {""skill"": ""cloud"", ""level"": ""Expert""}, {""skill"": ""management"", ""level"": ""Intermediate""}]",34.31,1,0,3,0,854,1,2,0
5.15,0,CSE,76.72,78.72,"[{""skill"": ""excel"", ""level"": ""Advanced""}, {""skill"": ""machine learning"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""testing"", ""level"": ""Beginner""}]",84.4,0,4,3,4,1138,1,2,1
9.13,1,ECE,81.75,84.47,"[{""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""python"", ""level"": ""Advanced""}, {""skill"": ""communication"", ""level"": ""Intermediate""}]",68.51,6,4,3,5,1325,0,1,1
5.64,5,ECE,71.22,73.88,"[{""skill"": ""machine learning"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Beginner""}, {""skill"": ""management"", ""level"": ""Advanced""}, {""skill"": ""devops"", ""level"": ""Expert""}, {""skill"": ""css"", ""level"": ""Intermediate""}]",90.72,1,4,3,3,2000,1,1,0
6.68,2,IT,65.56,68.71,"[{""skill"": ""teamwork"", ""level"": ""Advanced""}, {""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""excel"", ""level"": ""Beginner""}, {""skill"": ""machine learning"", ""level"": ""Expert""}, {""skill"": ""devops"", ""level"": ""Advanced""}]",76.94,4,0,0,1,1016,3,0,1
8.72,1,CYBER,93.7,86.75,"[{""skill"": ""excel"", ""level"": ""Intermediate""}, {""skill"": ""java"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""python"", ""level"": ""Advanced""}]",80.05,4,3,3,4,1629,0,2,1
5.8,4,CYBER,94.62,100.0,"[{""skill"": ""machine learning"", ""level"": ""Beginner""}, {""skill"": ""excel"", ""level"": ""Advanced""}, {""skill"": ""dsa"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Advanced""}]",44.79,1,5,0,2,1709,3,1,0
9.09,1,MECH,81.8,77.41,"[{""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Beginner""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""node"", ""level"": ""Advanced""}, {""skill"": ""c++"", ""level"": ""Intermediate""}, {""skill"": ""excel"", ""level"": ""Advanced""}]",52.02,2,3,3,0,1033,3,0,1
9.16,4,AIML,82.52,82.33,"[{""skill"": ""figma"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Beginner""}, {""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Advanced""}]",83.76,2,3,2,1,1289,3,2,1
7.54,5,IT,92.61,100.0,"[{""skill"": ""dsa"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Beginner""}, {""skill"": ""c++"", ""level"": ""Intermediate""}]",63.76,4,3,0,2,1310,0,0,0
5.03,4,IT,81.57,91.24,"[{""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""ai"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""excel"", ""level"": ""Beginner""}]",25.87,1,2,0,1,892,1,2,1
6.44,5,CIVIL,75.81,79.84,"[{""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""c++"", ""level"": ""Advanced""}]",29.34,1,0,2,3,800,3,0,0
8.08,5,CSE,80.39,77.87,"[{""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""c++"", ""level"": ""Expert""}, {""skill"": ""node"", ""level"": ""Intermediate""}]",48.75,3,1,3,2,1549,0,2,0
9.91,5,IT,93.93,94.57,"[{""skill"": ""c++"", ""level"": ""Advanced""}, {""skill"": ""node"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""excel"", ""level"": ""Expert""}]",100.0,3,0,3,5,1447,0,0,1
8.16,5,IT,80.53,81.37,"[{""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Expert""}, {""skill"": ""c++"", ""level"": ""Intermediate""}]",100.0,2,3,1,5,1231,2,0,1
6.3,5,CSE,73.31,74.32,"[{""skill"": ""ai"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Advanced""}, {""skill"": ""excel"", ""level"": ""Advanced""}]",63.09,2,2,1,4,1202,2,1,0
8.17,1,AIDS,81.47,75.32,"[{""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""ai"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Advanced""}, {""skill"": ""excel"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Expert""}, {""skill"": ""cybersecurity"", ""level"": ""Advanced""}]",71.33,1,2,0,1,1162,2,2,1
7.7,5,IT,86.56,92.86,"[{""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""excel"", ""level"": ""Beginner""}]",59.27,6,0,1,5,1374,1,2,0
8.9,1,ECE,85.36,86.04,"[{""skill"": ""html"", ""level"": ""Expert""}, {""skill"": ""cloud"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Expert""}]",53.31,2,1,2,5,897,1,1,1
5.53,5,CSE,85.53,81.92,"[{""skill"": ""java"", ""level"": ""Advanced""}, {""skill"": ""cloud"", ""level"": ""Advanced""}, {""skill"": ""node"", ""level"": ""Beginner""}, {""skill"": ""css"", ""level"": ""Intermediate""}]",82.68,0,3,2,4,1200,1,1,1
8.81,4,CIVIL,71.73,69.24,"[{""skill"": ""react"", ""level"": ""Beginner""}, {""skill"": ""css"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""html"", ""level"": ""Intermediate""}]",100.0,6,2,2,4,1443,1,0,0
7.71,5,IT,87.7,89.05,"[{""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""figma"", ""level"": ""Beginner""}]",48.16,3,3,0,5,800,3,2,1
9.81,2,CYBER,80.28,73.27,"[{""skill"": ""devops"", ""level"": ""Advanced""}, {""skill"": ""figma"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Advanced""}]",74.92,2,3,2,1,1201,0,0,1
6.71,5,ECE,72.88,77.27,"[{""skill"": ""teamwork"", ""level"": ""Beginner""}, {""skill"": ""c++"", ""level"": ""Advanced""}, {""skill"": ""python"", ""level"": ""Advanced""}]",52.05,4,5,0,1,954,0,0,0
8.16,5,CSE,87.62,88.8,"[{""skill"": ""python"", ""level"": ""Intermediate""}, {""skill"": ""excel"", ""level"": ""Expert""}, {""skill"": ""node"", ""level"": ""Expert""}, {""skill"": ""docker"", ""level"": ""Expert""}, {""skill"": ""devops"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Expert""}]",59.91,3,3,0,0,1382,2,0,1
9.66,4,MECH,75.46,83.29,"[{""skill"": ""node"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""git"", ""level"": ""Advanced""}, {""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}, {""skill"": ""python"", ""level"": ""Intermediate""}]",99.52,6,4,2,0,1472,0,1,1
5.51,3,CSE,64.26,64.64,"[{""skill"": ""testing"", ""level"": ""Beginner""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}, {""skill"": ""java"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Advanced""}]",28.82,5,5,2,2,1425,1,2,1
9.69,4,ECE,69.99,64.57,"[{""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""cybersecurity"", ""level"": ""Beginner""}, {""skill"": ""figma"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Beginner""}, {""skill"": ""excel"", ""level"": ""Intermediate""}]",85.26,1,3,0,2,926,0,1,0
8.44,2,IT,78.18,72.19,"[{""skill"": ""cybersecurity"", ""level"": ""Advanced""}, {""skill"": ""communication"", ""level"": ""Beginner""}, {""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Expert""}]",84.26,3,3,2,2,1136,3,1,1
